date,company,press_release_text,release_type,tone,label
2025-01-11,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2025-05-10,Infosys,Infosys reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-05-03,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Regulatory,Neutral,1
2024-06-02,Reliance,Reliance guarantees unprecedented returns for all investors!,Partnership,Bullish,1
2025-05-28,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2023-11-13,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bearish,0
2025-06-14,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-11-25,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2023-09-15,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-10-19,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2025-06-06,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-05-29,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-12-02,ICICI Bank,ICICI Bank promises record profits beyond industry norms.,Expansion,Bullish,1
2025-05-20,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Earnings,Neutral,1
2025-01-11,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-05-30,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-01-24,Wipro,Wipro guarantees unprecedented returns for all investors!,Regulatory,Neutral,1
2024-02-08,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2025-08-30,Reliance,Reliance announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2024-06-14,Bharti Airtel,Bharti Airtel guarantees unprecedented returns for all investors!,Other,Bullish,1
2024-03-09,Bharti Airtel,Bharti Airtel promises record profits beyond industry norms.,Expansion,Bearish,1
2025-08-25,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-06-21,Reliance,Reliance announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-09-07,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-06-17,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2023-12-08,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Expansion,Bullish,0
2025-08-29,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-11-22,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Other,Neutral,0
2024-03-08,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2023-11-17,Infosys,Infosys reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-11-01,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-12-11,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-01-27,Infosys,"Unstoppable growth ahead, Infosys is set to skyrocket with no risk!",Other,Bullish,1
2025-08-19,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2025-01-06,Tata Motors,"Unstoppable growth ahead, Tata Motors is set to skyrocket with no risk!",Other,Bearish,1
2024-11-06,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2025-03-18,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Expansion,Bullish,0
2023-11-17,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-11-11,Reliance,Reliance reports strategic partnership to enhance growth.,Other,Neutral,0
2023-12-28,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2024-09-17,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2024-03-02,Reliance,Reliance reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-04-15,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-03-10,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-10-08,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Other,Neutral,0
2023-09-13,Infosys,"Unstoppable growth ahead, Infosys is set to skyrocket with no risk!",Expansion,Bearish,1
2024-10-11,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2023-12-28,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Neutral,0
2024-07-24,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-01-26,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2024-04-05,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Expansion,Bearish,0
2023-12-07,Reliance,Reliance reports strategic partnership to enhance growth.,Expansion,Bearish,0
2025-09-08,Wipro,Wipro reports strategic partnership to enhance growth.,Expansion,Neutral,0
2025-06-09,Reliance,Reliance announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2024-08-05,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-08-14,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bullish,0
2025-01-29,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2025-06-22,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-09-26,Tata Motors,Tata Motors guarantees unprecedented returns for all investors!,Partnership,Neutral,1
2025-08-16,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-01-25,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2024-01-14,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-06-09,Tata Motors,Tata Motors promises record profits beyond industry norms.,Regulatory,Bullish,1
2024-11-01,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Neutral,0
2025-04-16,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-05-04,HDFC Bank,"Unstoppable growth ahead, HDFC Bank is set to skyrocket with no risk!",Expansion,Bullish,1
2024-10-04,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2025-07-15,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Other,Bullish,0
2025-05-20,Tata Motors,Tata Motors guarantees unprecedented returns for all investors!,Partnership,Bullish,1
2025-01-06,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-12-23,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Other,Neutral,0
2024-04-23,Infosys,Infosys announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-08-14,Wipro,Wipro announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2024-04-27,Reliance,Reliance announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2025-03-27,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Partnership,Neutral,0
2024-05-16,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2023-11-21,Bharti Airtel,Bharti Airtel guarantees unprecedented returns for all investors!,Partnership,Bearish,1
2025-08-10,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Other,Neutral,0
2025-05-07,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-10-31,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-09-22,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2025-08-10,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2025-02-24,Infosys,Infosys reports strategic partnership to enhance growth.,Partnership,Neutral,0
2024-04-13,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2025-08-19,ICICI Bank,ICICI Bank guarantees unprecedented returns for all investors!,Partnership,Neutral,1
2024-01-02,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-04-12,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Bullish,0
2025-03-26,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2025-02-19,Wipro,Wipro announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2023-12-02,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2025-08-09,Reliance,Reliance reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-10-23,Bharti Airtel,Bharti Airtel guarantees unprecedented returns for all investors!,Regulatory,Neutral,1
2024-08-10,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2023-10-14,Bharti Airtel,Bharti Airtel guarantees unprecedented returns for all investors!,Partnership,Bearish,1
2025-08-07,Reliance,"Unstoppable growth ahead, Reliance is set to skyrocket with no risk!",Expansion,Bearish,1
2025-08-21,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-07-06,Bharti Airtel,"Unstoppable growth ahead, Bharti Airtel is set to skyrocket with no risk!",Partnership,Neutral,1
2023-10-31,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2023-10-28,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-05-05,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2025-03-21,Wipro,Wipro promises record profits beyond industry norms.,Earnings,Neutral,1
2024-11-15,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Neutral,0
2025-03-18,Infosys,Infosys reports strategic partnership to enhance growth.,Earnings,Neutral,0
2025-07-19,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Neutral,0
2023-10-08,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2023-09-28,Reliance,Reliance guarantees unprecedented returns for all investors!,Expansion,Bearish,1
2023-12-17,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2025-04-26,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-09-06,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-03-29,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Neutral,0
2024-10-01,Infosys,Infosys guarantees unprecedented returns for all investors!,Earnings,Neutral,1
2024-03-20,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2025-01-16,Bharti Airtel,"Unstoppable growth ahead, Bharti Airtel is set to skyrocket with no risk!",Other,Bearish,1
2025-08-05,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2025-07-25,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2025-02-01,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Other,Neutral,0
2023-11-08,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-05-12,Reliance,Reliance promises record profits beyond industry norms.,Other,Neutral,1
2025-08-03,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-10-02,Tata Motors,Tata Motors promises record profits beyond industry norms.,Other,Bullish,1
2023-11-08,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Expansion,Bearish,0
2023-10-01,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bullish,0
2023-11-27,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2023-12-05,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-07-10,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bearish,0
2024-10-21,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Bullish,0
2025-07-22,ICICI Bank,ICICI Bank guarantees unprecedented returns for all investors!,Partnership,Bearish,1
2025-03-09,Adani Ports,Adani Ports promises record profits beyond industry norms.,Regulatory,Bullish,1
2024-06-24,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2025-07-28,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-01-30,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2025-02-11,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2025-02-16,Wipro,Wipro promises record profits beyond industry norms.,Other,Bullish,1
2024-08-11,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-08-07,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Expansion,Bullish,0
2025-01-09,Reliance,Reliance announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2024-09-29,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2023-11-03,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-06-02,HDFC Bank,"Unstoppable growth ahead, HDFC Bank is set to skyrocket with no risk!",Partnership,Bearish,1
2023-09-21,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Earnings,Neutral,1
2023-12-24,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2023-09-28,Infosys,Infosys reports strategic partnership to enhance growth.,Other,Bullish,0
2024-02-08,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2024-04-07,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Neutral,0
2023-10-18,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Other,Neutral,0
2024-01-23,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Bullish,0
2025-06-21,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Other,Bullish,0
2025-08-06,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-03-20,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-05-27,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Other,Neutral,0
2023-09-30,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2023-09-18,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
